"","X","Amplitude_ID","Merged_ID","Total_Events","Total_Sessions","Usage_Time","First_Seen","Last_Seen","Num_Purchases","Total_Spent","amplitude_id","user_id","carrier","city","country","device","device_type","dma","ip_address","language","library","os","paying","platform","region","start_version","version","gp.Active.Projects","gp.Collected.Daily.Artwork","gp.Push.Enabled","gp.camera_permission","gp.camera_roll_count","gp.daily_artwork_count","gp.photos_permission","gp.project_count","gp.push_enabled"
"258","V2257",8196060324,"",32,1,"4 minutes","Jul 18th, 2016 (UTC)","Jul 18th, 2016 (UTC)",0,"$0.00",8196060324,"CloudKit-b3b4dd9a1adfaef44b2e60b6425425d5d87cb92c66dbc2abdba65cc68d5f0cbe723ba4baa75ce550f52bb1be7f81683b977bdeb8d74268317cc5ed3ff705d75c","AT&T","Dallas","United States","Apple iPad","Apple iPad Air","Wilkes Barre-Scranton, PA","50.32.150.206","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Pennsylvania","3.5.0","3.5.0",NA,NA,"","false",5668,0,"true",11,"false"
"259","V2258",8424263614,"",19,2,"a few seconds","Jul 25th, 2016 (UTC)","Jul 25th, 2016 (UTC)",0,"$0.00",8424263614,"CloudKit-502a3d01886fcea5422de84b7e39b4a2cd112a0f28fb6aebd9f42072796485086122fea1d44556665c5717c5105bc5968449e95000588f4bf718b89bdf0933e0","ドコモ","Tokyo","Japan","Apple iPhone","Apple iPhone 6","","121.110.14.211","Japanese","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Tokyo","3.5.1","3.5.1",NA,NA,"","false",0,0,"false",11,"false"
"260","V2259",6295458496,"",324,7,"25 minutes","May 17th, 2016 (UTC)","Jul 23rd, 2016 (UTC)",0,"$0.00",6295458496,"CloudKit-68df47468c5166cb635aaf0203ce0b0cd5d0f987b791ce684507aff0fc8252d03d07dde2dec25e733114b1d224cd2623c9b0c12daceda50b02e231b5550d6ba4","Verizon","Cincinnati","United States","Apple iPhone","Apple iPhone 6s","Cincinnati, OH","75.187.81.100","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Ohio","3.3.3","3.5.1",NA,NA,"","true",4079,0,"true",19,"false"
"261","V2260",6299545851,"",113,6,"6 minutes","May 17th, 2016 (UTC)","Jul 21st, 2016 (UTC)",0,"$0.00",6299545851,"CloudKit-d22cf37ff08c16d2717cb5da146f5709c3598f8f96c447273cc6de8b1ff5df848650fc54e0cf3e70b264522588ef031f88e2603220aa8fb2f096a0a6877eb2a5","Sprint","San Diego","United States","Apple iPhone","Apple iPhone 6","San Diego, CA","68.8.141.161","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","California","3.3.3","3.5.1",NA,NA,"","false",185,1,"true",12,"false"
"262","V2261",5792846442,"",232,5,"an hour","Apr 28th, 2016 (UTC)","Jul 20th, 2016 (UTC)",0,"$0.00",5792846442,"CloudKit-ce1c20b3c0822a57113d74aa1d288df8328ae19f38e769e3c68baf8274d8b0c2d98c82bdf69031a7e4e51c5378feefa879dbfc2edf8db7ab7b0e4bcc61eede08","AT&T","","United States","Apple iPhone","Apple iPhone 6s Plus","","107.77.196.219","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Texas","3.3.2","3.5.1",NA,NA,"","false",1222,0,"true",17,"false"
"263","V2262",7867320695,"",36,2,"17 minutes","Jul 7th, 2016 (UTC)","Jul 7th, 2016 (UTC)",0,"$0.00",7867320695,"","Verizon","Pflugerville","United States","Apple iPhone","Apple iPhone 5s","Austin, TX","74.196.220.19","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Texas","3.4.0","3.4.0",NA,NA,"","false",3831,0,"true",1,"false"
"264","V2263",6589371026,"",179,9,"36 minutes","Feb 3rd, 2016 (UTC)","Jul 6th, 2016 (UTC)",0,"$0.00",6589371026,"CloudKit-4b35bf75d1372bf9c28715a51db99d26c3ffafc4cc56cbead76118bce9f7ae772e3f67662cff97400cf7eef9b2358754c0cf3a400f6564ddf13d2c966e758806","VIVO","Manaus","Brazil","Apple iPhone","Apple iPhone 6s","","177.180.2.20","Portuguese","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Amazonas","","3.4.0",NA,NA,"false","true",934,0,"true",10,"false"
"265","V2264",6593366030,"",37,1,"2 minutes","Feb 5th, 2016 (UTC)","Jul 2nd, 2016 (UTC)",0,"$0.00",6593366030,"CloudKit-dfc3f07314bb9cac6b44a189d10042e5b3e13b80c193ef367b0c62f3bd1cd2913a223e92b3a0d21837e94aff2a8cece78cbd8e40e22d0bad3f1b6573271d878a","o2-de","Frankfurt am Main","Germany","Apple iPhone","Apple iPhone 6","","46.101.163.223","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Hesse","","3.4.0",NA,NA,"","false",9335,6,"true",0,"false"
"266","V2265",7307033460,"8432289106",220,4,"8 minutes","Jun 18th, 2016 (UTC)","Jul 26th, 2016 (UTC)",0,"$0.00",7307033460,"CloudKit-103977083370bdc66c73f9f9bb3c36b8787dd91982eb468a798b36be9c992a50a07118bc4fb2a8a607924503ee3cdbb53e3050f9f4666152bdff5f449a5efa65","VIVO","Itauna","Brazil","Apple iPhone","Apple iPhone 5s","","177.185.247.137","Portuguese","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Minas Gerais","3.3.3","3.5.1",NA,NA,"","false",0,0,"false",11,"false"
"267","V2266",5923030899,"",266,19,"38 minutes","May 3rd, 2016 (UTC)","Jul 23rd, 2016 (UTC)",0,"$0.00",5923030899,"CloudKit-9f6f21dc582f53f81654a5d29f44c277930a4974f10b5fbfad5f22462c9d4be84544500d0fa99382e594e11f7023bb04d1fdecd717a4bfa83a85a9cd813e4388","Telstra","Greenacre","Australia","Apple iPhone","Apple iPhone 6","","1.129.96.175","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","New South Wales","3.3.2","3.3.3",NA,NA,"","true",6840,0,"true",39,"false"
"268","V2267",7990398082,"",321,12,"44 minutes","Jul 11th, 2016 (UTC)","Jul 21st, 2016 (UTC)",0,"$0.00",7990398082,"","","Castilly","France","Apple iPod Touch 6G","","","86.220.77.220","French","amplitude-ios/3.8.1","ios 10.0","","iOS","Calvados","3.4.0","3.4.0",NA,NA,"","false",34,0,"true",14,"false"
"269","V2268",6590758908,"7551810243",55,1,"4 minutes","Feb 11th, 2016 (UTC)","Jun 26th, 2016 (UTC)",0,"$0.00",6590758908,"CloudKit-db5748c78822666c7c70d536e5ab67e2c4fa8c9e7184bc23fbdff19673081c87347f7f26f03790c0b89f8bcf53b3cb40e8d369370dc2957ae02397a9bc1bd80a","vodafone UK","Crewe","United Kingdom","Apple iPhone","Apple iPhone 6s","","94.8.245.4","English","amplitude-ios/3.7.0","ios 9.1","","iOS","Cheshire East","","3.3.3",NA,NA,"","false",163,0,"true",1,"false"
"270","V2269",6077592141,"",471,9,"an hour","May 9th, 2016 (UTC)","Jul 19th, 2016 (UTC)",0,"$0.00",6077592141,"CloudKit-b60d9ec6eaf004a1d231e67cbc0abb166f3ebb6469a3698dbd3031b6ea5ea779e8717687d92705ebc274040ec2570bd206b210b81c0c41945dc3d03d7d148ce3","Carrier","Bandung","Indonesia","Apple iPhone","Apple iPhone 5s","","36.84.67.248","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","West Java","3.3.3","3.5.1",NA,NA,"","true",3296,7,"true",30,"false"
"271","V2270",7238565239,"7844549368",143,4,"7 minutes","Jun 16th, 2016 (UTC)","Jul 8th, 2016 (UTC)",0,"$0.00",7238565239,"CloudKit-3e68e54f0c469e1d40c214697f6686d0c3c2df3b0eda78d625bb49a5731428db293a1b9d5f399c66f3012f8e8c27b5fcf705047c517679e4c16a44f9388e2c5b","3 ITA","Bologna","Italy","Apple iPhone","Apple iPhone 6","","87.21.59.211","Italian","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Provincia di Bologna","3.3.3","3.4.0",NA,NA,"","false",157,0,"true",1,"false"
"272","V2271",8329901567,"",478,14,"40 minutes","Jul 22nd, 2016 (UTC)","Jul 24th, 2016 (UTC)",0,"$0.00",8329901567,"","Viettel","Ho Chi Minh City","Vietnam","Apple iPhone","Apple iPhone 4s","","115.77.143.188","Vietnamese","amplitude-ios/3.8.2","ios 8.3","","iOS","Ho Chi Minh City","3.5.1","3.5.1",NA,NA,"","true",2957,6,"true",14,"true"
"273","V2272",7702152983,"",60,1,"3 minutes","Jul 1st, 2016 (UTC)","Jul 1st, 2016 (UTC)",0,"$0.00",7702152983,"","Zain KSA","Jeddah","Saudi Arabia","Apple iPhone","Apple iPhone 5","","129.208.77.154","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Makkah Province","3.3.3","3.3.3",NA,NA,"","false",175,1,"true",1,"false"
"274","V2273",7585717103,"",147,1,"14 minutes","Jun 27th, 2016 (UTC)","Jun 27th, 2016 (UTC)",0,"$0.00",7585717103,"CloudKit-56855f7b10daee2578d16524e75bc7664e0e479eed3a10bcea83edb3e3a4754f71ef026d4ca872f9e090a49370d8504cb6d00361b3c528ce6499a8c526cfac41","Sprint","Houston","United States","Apple iPhone","Apple iPhone 6","Houston, TX","66.87.120.240","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Texas","3.3.3","3.3.3",NA,NA,"","false",725,0,"true",10,"false"
"275","V2274",7302851823,"",581,16,"an hour","Jun 18th, 2016 (UTC)","Jul 19th, 2016 (UTC)",0,"$0.00",7302851823,"CloudKit-d13efb0a334ea6862a83f3bdf232c2b43dd80450348cb7500e79ecc41201b3dfd95ab77e7f89d728f7dfe4eac2ea6b138abd7de4c90b1f6840ee81b6a377549e","中国移动","Newark","United States","Apple iPhone","Apple iPhone 6s","New York, NY","45.79.191.179","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","New Jersey","3.3.3","3.5.0",NA,NA,"","true",2459,0,"true",19,"false"
"276","V2275",5945083755,"",100,4,"7 minutes","May 4th, 2016 (UTC)","Jul 21st, 2016 (UTC)",0,"$0.00",5945083755,"CloudKit-631e89d90b6a5b6e4f68139bd1cabd39bdecd305bfaa60007e1de5b92cb18233d8f6054ef9b4f9d3553369a7998fcb1d9a7c97bc8e0da28d337725531a73ac10","T-Mobile","","United States","Apple iPhone","Apple iPhone 6","","172.56.16.87","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","California","3.3.2","3.4.0",NA,NA,"","false",165,0,"true",13,"false"
"277","V2276",6592783721,"",8,1,"a few seconds","Apr 19th, 2016 (UTC)","Jul 22nd, 2016 (UTC)",0,"$0.00",6592783721,"CloudKit-b4da9695704e506b6cd22d3980d29026b3bc7711c6ec1972a06a73d95e01e3c20460844afabbe8fb03774cd4bb5cc808d58d395d22e84cf4ec590034ee25c3a1","Verizon","Seattle","United States","Apple iPhone","Apple iPhone 6 Plus","Seattle-Tacoma, WA","70.199.149.42","English","amplitude-ios/3.8.2","ios 10.0","","iOS","Washington","","3.5.1",NA,NA,"","false",867,0,"true",11,"false"
"278","V2277",8055803192,"",27,1,"a minute","Jul 13th, 2016 (UTC)","Jul 13th, 2016 (UTC)",0,"$0.00",8055803192,"CloudKit-5639c6542b5f41c41b40f94cf55cfaeadc5529adba958462445e5c9dbb71d57d453b75ab56b073f9e5323229e1041ba159605a7dc45f3e62588af2d17eaa4424","XL","Jakarta","Indonesia","Apple iPhone","Apple iPhone 5s","","36.70.242.107","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Jakarta","3.4.0","3.4.0",NA,NA,"","false",3120,0,"true",0,"false"
"279","V2278",6589897457,"7388977364, 7352549482",389,9,"21 minutes","Feb 28th, 2016 (UTC)","Jul 4th, 2016 (UTC)",0,"$0.00",6589897457,"CloudKit-a604a8b5b698c6a296a3fd062140f72e5ce4bd455cb19d65dee3f712a9c479d2135c3e9a5d57da58adaceab18942b2189cc5aef84c751fac589dbf30d7bddb10","Verizon","Cullowhee","United States","Apple iPhone","Apple iPhone 6s","Greenville-Spartanburg, SC","152.30.107.239","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","North Carolina","","3.4.0",NA,NA,"","false",110,0,"true",3,"true"
"280","V2279",5978517200,"",NA,NA,"","","",NA,"",5978517200,"CloudKit-9da91af06d4808d3af373d74a888c421e702afa9da4758e5a5ad804d1dc24aa5232f6af8937d5e31b58fce8637e0cf6f3758f63c3c96a33b394e1bf82d0fdf5b","Verizon","Darien","United States","Apple iPhone","Apple iPhone 5s","Chicago, IL","70.194.113.71","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Illinois","3.3.2","3.3.3",NA,NA,"","true",1568,5,"true",38,"false"
"281","V2",5847477053,"8289455421",166,4,"7 minutes","Apr 30th, 2016 (UTC)","Jul 20th, 2016 (UTC)",0,"$0.00",5847477053,"CloudKit-93a8ace4ccb860a4efb9a9256b2ca3e9da2314e2087e5b79cf55cf278dfa7e3e11260bd3d6a522bb23fe81a0cfbb12dd14af16a9923095871d51c2b6e04685e2","","Oceanside","United States","Apple iPad Pro","","San Diego, CA","68.7.166.245","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","California","3.3.2","3.5.1",NA,NA,"","false",1238,0,"true",12,"false"
"282","V21",6489951664,"",305,8,"42 minutes","May 23rd, 2016 (UTC)","Jul 17th, 2016 (UTC)",0,"$0.00",6489951664,"CloudKit-87cbfa03998ef5b7d9fc0c0b6719ed2a6396b2671db2be52b275f4dd459f57279bbae97c0d584bf1e5e1e7f2695d606e9d208f5d160ca7a3c0a289934947e37c","CELCOM","Teluk Intan","Malaysia","Apple iPhone","Apple iPhone 6","","115.135.134.241","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Perak","3.3.3","3.5.0",NA,NA,"","false",7359,0,"true",25,"false"
"283","V22",6326768879,"",NA,NA,"","","",NA,"",6326768879,"","T-Mobile","Basking Ridge","United States","Apple iPhone","Apple iPhone 5s","New York, NY","69.113.91.20","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","New Jersey","3.3.3","3.5.1",NA,NA,"","false",624,11,"true",4,"false"
"284","V23",6590787743,"",41,2,"a minute","Feb 14th, 2016 (UTC)","Jul 17th, 2016 (UTC)",0,"$0.00",6590787743,"CloudKit-70153437366ce1799811af7608ea0b1b72bf61f7582b6805c0877e0ac754dc157e56fe1caec67caa952e6a82901585ec8c1c3fc2efe4f940d16131b8bcfccd96","Telkomsel","Jakarta","Indonesia","Apple iPhone","Apple iPhone 5c","","39.252.149.93","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Jakarta","","3.5.0",NA,NA,"","false",1417,0,"true",13,"false"
"285","V24",6590727016,"",NA,NA,"","","",NA,"",6590727016,"CloudKit-f178f841cdd03746b54b66325c05fdae6b2ff445a3aba27917f883228b7d1e7737e3f13ab62cb0b4d39123a1fe2c96277214dc184f682a55f851098fc314f480","AT&T","Dallas","United States","Apple iPhone","Apple iPhone 6 Plus","Dallas-Ft. Worth, TX","107.77.197.125","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Texas","","3.4.0",NA,NA,"","true",1894,2,"true",10,"false"
"286","V25",6042870184,"",745,43,"an hour","May 7th, 2016 (UTC)","Jul 6th, 2016 (UTC)",0,"$0.00",6042870184,"CloudKit-2ec69b06b2daeaedd229d0bf868d05202c765630c6e632f964ff198e8cbd689d68456e1580a14296daa2a8cc443dbae5c1dfa61b88cbfc7796108ae3d767d4f7","T-Mobile","","United States","Apple iPhone","Apple iPhone 5","","172.56.11.13","Spanish","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Michigan","3.3.3","3.4.0",NA,NA,"","false",245,0,"true",11,"true"
"287","V26",5909456708,"",227,2,"25 minutes","May 2nd, 2016 (UTC)","Jul 11th, 2016 (UTC)",0,"$0.00",5909456708,"CloudKit-e3abd53ddb9175c871f10b94a1e1e9b2dfc1d460ab0cfb06efe1e175e75fb1d15119d602e03fa338bdaf45a2bfb7f6a8d6e4bd8bc7b177582016a9cbb7e2cbba","Verizon","Lawrenceville","United States","Apple iPhone","Apple iPhone 6","Atlanta, GA","96.32.89.44","English","amplitude-ios/3.8.1","ios 9.3.1","","iOS","Georgia","3.3.2","3.4.0",NA,NA,"","true",6567,0,"true",16,"false"
"288","V27",6459420880,"",12,3,"a few seconds","May 22nd, 2016 (UTC)","Jul 17th, 2016 (UTC)",0,"$0.00",6459420880,"CloudKit-7d261e7ab14820738ee1f0080cd79d85e56794eb6c6abceb4d2b05f85e33e34ad8e3f0b6c2fa10747310dedeb8c6a21c5834188f901e1864598eddc9357c38ef","","Saltangara","Faroe Islands","Apple iPad","Apple iPad Air","","88.85.44.71","Danish","amplitude-ios/3.8.2","ios 9.3.1","","iOS","","3.3.3","3.5.0",NA,NA,"","false",1366,0,"true",12,"false"
"289","V28",6594838316,"",41,1,"2 minutes","Feb 25th, 2016 (UTC)","Jul 22nd, 2016 (UTC)",0,"$0.00",6594838316,"CloudKit-9562a505eefa78bdd631c2cdd247bc3b6894633287d53c7bf485e949f588fe32627e004436f66a2c44a0d1742323dc5ba31e16b6e086e8151b5b66e19701de9f","Orange Caraibe","Petit-Bourg","Guadeloupe","Apple iPhone","Apple iPhone 6s","","90.31.50.145","French","amplitude-ios/3.8.2","ios 9.3.3","","iOS","","","3.5.1",NA,NA,"","false",1177,0,"true",12,"true"
"290","V29",6591198175,"",8,1,"a few seconds","Feb 5th, 2016 (UTC)","Jul 8th, 2016 (UTC)",0,"$0.00",6591198175,"CloudKit-3cc8af5cc4b72e8b6d422d154c8622123f06fcc361cfd5556744484cc4a5690704f7cc3d0dd8d45ef25cdc888679dd9243071202c12789b2cc58373cfba459f7","KT","Seoul","South Korea","Apple iPhone","Apple iPhone 6s","","175.223.21.215","Korean","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Seoul","","3.3.3",NA,NA,"","true",10408,0,"true",0,"false"
"291","V210",7740571449,"",12,1,"a few seconds","Jul 2nd, 2016 (UTC)","Jul 2nd, 2016 (UTC)",0,"$0.00",7740571449,"CloudKit-b29a4fb69f2ab96e491c939bd496b38d3eaa8056ff38bd51164a52e939c1fa72c138c409ea0227e9b265488dd6c59189dd00ac1bfd7e121c4cdc5faf1c62272c","中国联通","Changsha","China","Apple iPhone","Apple iPhone 6","","222.240.197.226","Chinese","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Hunan","3.4.0","3.4.0",NA,NA,"","true",696,0,"true",0,"false"
"292","V211",8428521726,"",79,3,"7 minutes","Jul 25th, 2016 (UTC)","Jul 26th, 2016 (UTC)",0,"$0.00",8428521726,"CloudKit-b814eb57368adeb69faf4967b2bc92693fa6beac034e13e5dbb99f8ea2e93c4da376e8200a5391ddb02651cfda623bb033c1674d4a77399638afcdc869f9876f","","Chandannagar","India","Apple iPad","Apple iPad Mini","","116.193.128.66","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","West Bengal","3.5.1","3.5.1",NA,NA,"","false",18,0,"true",11,"false"
"293","V212",8236770472,"",2,1,"a few seconds","Jul 19th, 2016 (UTC)","Jul 19th, 2016 (UTC)",0,"$0.00",8236770472,"","EE","London","United Kingdom","Apple iPhone","Apple iPhone 6","","86.171.16.92","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","England","3.5.1","3.5.1",NA,NA,"","false",0,0,"false",11,"false"
"294","V213",5884281278,"",2597,28,"4 hours","May 1st, 2016 (UTC)","Jul 23rd, 2016 (UTC)",0,"$0.00",5884281278,"CloudKit-94aaf29e4ba70cc320530f559fb1007aee7e615086ae7c9d12a393e1f3a5b88ae18f9938291bbd8e72267e6428aefe91556bc1f23de19bb6de584182184ee7f7","AT&T","Bartlesville","United States","Apple iPhone","Apple iPhone 6","Tulsa, OK","96.19.223.90","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Oklahoma","3.3.2","3.5.1",NA,NA,"","true",5435,17,"true",32,"true"
"295","V214",7739280433,"",37,1,"4 minutes","Jul 2nd, 2016 (UTC)","Jul 2nd, 2016 (UTC)",0,"$0.00",7739280433,"CloudKit-b6b5fefe1268d8a2b837d5b98b523aecbad77d6461394e635901b2c59980b99f2af661564a8e7e2f01c7ac8c3a0bd6df3b868ea7126ccbc9f06d4ece6d4c9402","","Cairo","Egypt","Apple iPad","Apple iPad Air","","156.205.93.184","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Cairo Governorate","3.4.0","3.4.0",NA,NA,"","false",5432,0,"true",1,"true"
"296","V215",6593652920,"",7,1,"a few seconds","Feb 5th, 2016 (UTC)","Jul 1st, 2016 (UTC)",0,"$0.00",6593652920,"CloudKit-704db23459d0c9a28f1e7cc534f99bc13f7cc91aea9f51dd2a321e20065282678f1f3ced714e2a99b7d779ed74c7376f121100ea7a842f4979b7f859c6bd76dc","Vodafone.de","Fienstorf","Germany","Apple iPhone","Apple iPhone 6","","84.139.158.167","German","amplitude-ios/3.7.0","ios 9.3.2","","iOS","Mecklenburg-Vorpommern","","3.3.3",NA,NA,"","false",1035,0,"true",1,"false"
"297","V216",5793162712,"6682942811",237,44,"23 minutes","Apr 28th, 2016 (UTC)","Jul 26th, 2016 (UTC)",0,"$0.00",5793162712,"CloudKit-22a2639c426676b2a9ad56ba1373de906cce4a101c7a7254980ff7f98549a8efadc9d40571a2f452df73aef1772e3f54b084fe1fec67b001ab6c74c990f7cf89","Carrier","Sofia","Bulgaria","Apple iPad Mini 4","","","94.72.186.11","Hungarian","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Sofia-Capital","3.3.2","3.5.1",NA,NA,"","false",34,44,"true",13,"true"
"298","V217",5789715863,"",93,3,"7 minutes","Apr 28th, 2016 (UTC)","Jul 16th, 2016 (UTC)",0,"$0.00",5789715863,"CloudKit-cf96823ab6a2d0c3ea94490c9c8b5b983917f90eddfe7565471b7aaec51517e3b3a781a20603678ef82f568f26e33fab4e0b29d87e8269e3cdb0b48e1f59c947","vf nl","The Hague","Netherlands","Apple iPhone","Apple iPhone 6s Plus","","83.84.98.199","Dutch","amplitude-ios/3.8.2","ios 9.3.2","","iOS","South Holland","3.3.2","3.5.0",NA,NA,"","false",2082,0,"true",11,"false"
"299","V218",6045002687,"8108847273",613,20,"an hour","May 8th, 2016 (UTC)","Jul 24th, 2016 (UTC)",1,"$3.43",6045002687,"CloudKit-4b85d356491121191b691b8c86940b95b16201a4a8686938063ab9a59a4f3f69e765838bcde0049892a3d50d7844c23e40983bcd835c23d32d6c569cb038f1ad","Telstra","Aspley","Australia","Apple iPad Pro","","","106.71.240.136","English","amplitude-ios/3.8.2","ios 10.0","true","iOS","Queensland","3.3.3","3.5.1",NA,NA,"","false",1455,1,"true",13,"true"
"300","V219",6425411807,"",103,5,"8 minutes","May 20th, 2016 (UTC)","Jul 21st, 2016 (UTC)",0,"$0.00",6425411807,"CloudKit-9321e84c0137cb84cfe61dc7a63db80a13d6d429cafe2cb7c626ac87ebe2c1d97bf4c870fd539fcca9dc9c59403e049e154c975d4b1a5492c28838b16e3b7327","中国移动","Hebei","China","Apple iPhone","Apple iPhone 6","","106.119.10.249","Chinese","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Hebei","3.3.3","3.5.0",NA,NA,"","false",347,0,"true",13,"false"
"301","V220",7431089011,"8332251910",90,4,"11 minutes","Jun 22nd, 2016 (UTC)","Jul 22nd, 2016 (UTC)",0,"$0.00",7431089011,"CloudKit-34e61748b6768fba662a222f80866a56be072b293df9b7f6c3b3aa35cd0c724c821f8e1e88cfc18951848fec4722839845c8682c0af639ae729d6d2c1421e9c7","中国联通","Zhengzhou","China","Apple iPhone","Apple iPhone 6s Plus","","61.158.148.22","English","amplitude-ios/3.8.2","ios 9.2.1","","iOS","Henan","3.3.3","3.5.1",NA,NA,"","false",1513,0,"true",11,"false"
"302","V221",6215790314,"",234,38,"27 minutes","May 1st, 2016 (UTC)","Jul 8th, 2016 (UTC)",0,"$0.00",6215790314,"CloudKit-846e7021481c926dbf6c1e36fe6db3bd0e24eb1aba7d55117accd3ccce221b3a7af48e593800477c6d66a4dda7a5c602b2afbe5a41945ac55c6f90f6943fb66b","AT&T","Grand Rapids","United States","Apple iPhone","Apple iPhone 6","Grand Rapids-Kalamazoo, MI","162.206.157.217","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","Michigan","3.3.2","3.4.0",NA,NA,"","true",2745,0,"true",1,"false"
"303","V222",7811700047,"",144,10,"38 minutes","Jul 5th, 2016 (UTC)","Jul 5th, 2016 (UTC)",0,"$0.00",7811700047,"CloudKit-a51738dd2af4bcc833ebbe1821573b9e99082f2ae51774054f3a34e3359f7e1806c6470c424b153b4da819a0db262c5187922c3a616632289c04766c0e6b6771","Telkomsel","","Indonesia","Apple iPhone","Apple iPhone 5","","114.125.13.120","English","amplitude-ios/3.7.0","ios 9.3.2","","iOS","","3.3.3","3.3.3",NA,NA,"","false",1267,0,"true",1,"false"
"304","V223",6234786227,"",1361,15,"an hour","May 14th, 2016 (UTC)","Jul 18th, 2016 (UTC)",0,"$0.00",6234786227,"CloudKit-b2e415e643036021cb621c45be9e0d753bba1cb0a0b7bcff25f8e4cea514e052882653d24e927aecb54fb3c001328d7ec49fccdc583348699719f15bc0bb5093","Telcel","Mexico City","Mexico","Apple iPhone","Apple iPhone 4s","","187.237.14.242","Spanish","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Mexico City","3.3.3","3.5.0",NA,NA,"","false",1577,0,"true",26,"true"
"305","V224",6230285420,"",318,11,"33 minutes","May 14th, 2016 (UTC)","Jul 20th, 2016 (UTC)",0,"$0.00",6230285420,"","Sprint","Mansfield","United States","Apple iPhone","Apple iPhone 6s","Dallas-Ft. Worth, TX","76.253.161.137","English","amplitude-ios/3.8.2","ios 9.3.3","","iOS","Texas","3.3.3","3.5.1",NA,NA,"","true",1157,0,"true",22,"false"
"306","V225",6590234202,"",109,3,"8 minutes","Apr 12th, 2016 (UTC)","Jul 26th, 2016 (UTC)",0,"$0.00",6590234202,"CloudKit-9f3361df7887eb9c41694b13d7bbfe43a97dccc68f02f053cee759c6217b0d165b10ac8311933465372f8eba651e870505e63fe0f7a68ecb7337ca7d11e4053e","Verizon","Uniontown","United States","Apple iPhone","Apple iPhone 6","Cleveland-Akron (Canton), OH","107.9.195.186","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Ohio","","3.5.1",NA,NA,"","false",8117,6,"true",16,"false"
"307","V226",6592903130,"",170,4,"15 minutes","May 14th, 2016 (UTC)","Jul 4th, 2016 (UTC)",0,"$0.00",6592903130,"CloudKit-05db92f09f54aca5e673f1cb3aad17f30b55c50778de0619567f5524de148c56601937b3aee5838b795d5e768601d0f208756c57197f460b2eac9f32c652b0ee","TESCO","London","United Kingdom","Apple iPhone","Apple iPhone 6","","79.66.215.162","English","amplitude-ios/3.8.1","ios 9.3.2","","iOS","England","","3.4.0",NA,NA,"","false",7004,3,"true",1,"false"
"308","V227",6063191829,"",194,10,"27 minutes","Apr 16th, 2016 (UTC)","Jul 19th, 2016 (UTC)",0,"$0.00",6063191829,"CloudKit-e4ff676efa77d208ba4f74c4e5ff4c2aeb54a5c587ce5083a053ab7175e2c2aa56857dd35e179f0bc88d346ae958287204b7603e75ad5d810eb66e829f499ab2","AT&T","Jackson","United States","Apple iPhone","Apple iPhone 6s Plus","Jackson, MS","162.232.4.153","English","amplitude-ios/3.8.2","ios 9.3.2","","iOS","Mississippi","3.2.8","3.5.1",8,NA,"true","false",1848,0,"true",34,"true"
